Numero_Ata;UASG_Gerenciadora;Processo_Compra;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;CNPJ_Fornecedor;Razao_Social_Fornecedor;Numero_Item;Descricao_Item;Qtd_Originaria_Edital;Qtd_Homologada_Vigente;Valor_Unitario_R$;Valor_Total_Item_R$;Objeto_Ata
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00001";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO BARRA, MATERIAL AÇO, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS COM 2 PRESILHAS, DIMENSÕES 2,20 M";"557";"557";"10.749,72";"5.987.594,04";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00003";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO CADEIRA EXTENSORA, MATERIAL AÇO CARBONO, APLICAÇÃO CONDICIONAMENTO FÍSICO, CARACTERISTICAS ADICIONAIS ASSENTO REGULÁVEL, REGULAGEM DE CARGA";"560";"560";"9.551,91";"5.349.069,60";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00002";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO PUXADA ALTA DUPLA, MATERIAL AÇO CARBONO, APLICAÇÃO TRAPÉZIO, BÍCEPS, OMBROS";"506";"506";"10.252,90";"5.187.967,40";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.937.669/0001-82";"SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA";"00004";"APARELHO / EQUIPAMENTO PARA CONDICIONAMENTO FÍSICO, TIPO CADEIRA FLEXORA, MATERIAL AÇO CARBONO, APLICAÇÃO CONDICIONAMENTO FÍSICO, DIMENSÕES 1,11 X 1,55 X 1,52 M";"484";"484";"8.018,88";"3.881.137,92";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00002";"SUPORTE DE MASTRO DE BANDEIRA, MATERIAL MADEIRA, COMPRIMENTO 460 MM, LARGURA 240 MM, ALTURA 150 MM, CARACTERISTICAS ADICIONAIS COM ENCAIXE PARA 28MM. SAPATA EM ACO INOX, QUANTIDADE DE MASTROS 3 UN";"538";"538";"247,50";"133.155,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00004";"MASTRO BANDEIRA, MATERIAL ALUMÍNIO, ALTURA 2,30 M, DIÂMETRO 28 MM, CARACTERÍSTICAS ADICIONAIS COM LANÇA E BASE CROMADAS";"2058";"2058";"111,00";"228.438,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00007";"TALABARTE DE BANDEIRA, MODELO COM PONTEIRA NIQUELADA., MATERIAL TERGAL VERGÃO, ALTURA 13,50 CM, FORRAÇÃO VELUDO AMARELO, CARACTERÍSTICAS ADICIONAIS CONFORME MODELO DO ÓRGÃO";"1978";"1978";"75,00";"148.350,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00003";"SUPORTE DE MASTRO DE BANDEIRA, MATERIAL MADEIRA, COMPRIMENTO 460 MM, LARGURA 240 MM, ALTURA 150 MM, CARACTERISTICAS ADICIONAIS COM ENCAIXE PARA 28MM. SAPATA EM ACO INOX, QUANTIDADE DE MASTROS 3 UN";"649";"649";"287,00";"186.263,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00005";"MASTRO BANDEIRA, MATERIAL MADEIRA, ALTURA 2,20 M, DIÂMETRO 30 MM, ACABAMENTO SUPERFICIAL ENVERNIZADO, CARACTERÍSTICAS ADICIONAIS COM LANÇA CROMADA";"762";"762";"142,00";"108.204,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00008";"BANDEIRA INSTITUCIONAL, MATERIAL CETIM, COMPRIMENTO 21 CM, LARGURA 14 CM, CARACTERÍSTICAS ADICIONAIS BANDEIRA DE MESA";"1880";"1880";"40,00";"75.200,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00010";"CACHECOL, MATERIAL ALGODÃO, TIPO DE PARADA, COR AZUL TURQUESA, APLICAÇÃO USO MILITAR";"429";"429";"15,20";"6.520,80";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00009";"BANDEIRA INSTITUCIONAL, MATERIAL POLIÉSTER, COMPRIMENTO 128 CM, LARGURA 90 CM, CARACTERÍSTICAS ADICIONAIS SÍMBOLO BORDADO, REPRESENTAÇÃO ESTADO DE SÃO PAULO";"6206";"6206";"50,00";"310.300,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"50.615.423/0001-94";"LIDER BANDEIRAS E UNIFORMES LTDA";"00029";"TOALHA MESA, MATERIAL JACQUARD, FORMATO RETANGULAR, COMPRIMENTO 3,70 M, LARGURA 2,50 M, COR VARIADA";"735";"735";"92,00";"67.620,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00038/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90002/2026";"20/07/2026";"21/07/2026";"20/07/2027";"52.201.456/0001-13";"LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.";"00001";"MICROSCÓPIO, TIPO DE ANÁLISE ÓTICO, VERTICAL, TIPO BINOCULAR, AUMENTO OCULAR ATÉ 15X, COMPONENTES DIGITAL, AUTOMÁTICO, OUTROS COMPONENTES FOCALIZAÇÃO COAXIAL, COMPATÍVEL C/ FLUORESCÊNCIA, ADICIONAL INCLINAÇÃO ATÉ 30°";"87";"87";"502.978,65";"43.759.142,55";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de sonar tipo Side Scan para buscas submersas em mergulho, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgãos participantes, especificados no item 01 do Termo de Referência (34720840), anexo do Edital do Pregão Eletrônico nº 90002/2026, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00038/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90002/2026";"20/07/2026";"21/07/2026";"20/07/2027";"";"ULTRAMAR USA";"00001";"SONAR, COMPRIMENTO 1,20 M, LARGURA 25,80 CM, FAIXA FREQÜÊNCIA 3 A 15 KHZ, TEMPERATURA OPERAÇÃO 5 A 30 °C, PROFUNDIDADE MÁXIMA OPERAÇÃO 50 M";"38";"38";"379.418,34";"14.417.896,92";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de sonar tipo Side Scan para buscas submersas em mergulho, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgãos participantes, especificados no item 01 do Termo de Referência (34720840), anexo do Edital do Pregão Eletrônico nº 90002/2026, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00035/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"15/07/2025";"16/07/2025";"16/07/2027";"16.701.716/0001-56";"STELLANTIS AUTOMOVEIS BRASIL LTDA.";"00003";"VEÍCULO PICK-UP, TIPO MOTOR TURBO DIESEL, TIPO DIREÇÃO HIDRÁULICA, CARGA ÚTIL 1000 KG, CAPACIDADE PASSAGEIRO 5, TIPO REFRIGERAÇÃO AR QUENTE E AR FRIO, TIPO FREIO SISTEMA ABS NAS QUATRO RODAS, TIPO TRAÇÃO 4X4, CARACTERÍSTICAS ADICIONAIS CABINE DUPLA/AIR BAG/ALARME/ACIONAMENTO ELÉTRICO";"1200";"1200";"308.893,66";"370.672.392,00";"RETIFICAR o nome do partícipe no item 3.2 da Ata de Registro de Preços 35/2025 (32075665), UASG 928093, para que passe a constar a seguinte denominação no registro: Fundo Estadual de Segurança Pública de Rondônia."
"00035/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"15/07/2025";"16/07/2025";"16/07/2027";"54.860.605/0001-81";"LUCAS RICARDO MANIERI DE ALMEIDA  LTDA";"00012";"PULPITO PORTATIL, MATERIAL ACRÍLICO, ESPESSURA DO TAMPO 10 MM, ALTURA 120 CM, PROFUNDIDADE 40 CM, LARGURA 50 CM, CARACTERíSTICAS ADICIONAIS INTEIRIÇO/1 PRATELEIRA/PÉS DE APOIO";"523";"523";"1.450,00";"758.350,00";"RETIFICAR o nome do partícipe no item 3.2 da Ata de Registro de Preços 35/2025 (32075665), UASG 928093, para que passe a constar a seguinte denominação no registro: Fundo Estadual de Segurança Pública de Rondônia."
"00035/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"15/07/2025";"16/07/2025";"16/07/2027";"54.860.605/0001-81";"LUCAS RICARDO MANIERI DE ALMEIDA  LTDA";"00013";"CAIXA SOM, POTÊNCIA 500 W, COR PRETA, VOLTAGEM 110/220 V, APLICAÇÃO MICROFONE, CARACTERÍSTICAS ADICIONAIS COM 11 ENTRADAS DVD MIX, SOM ESTÉREO COM CONTROLE";"569";"569";"1.760,00";"1.001.440,00";"RETIFICAR o nome do partícipe no item 3.2 da Ata de Registro de Preços 35/2025 (32075665), UASG 928093, para que passe a constar a seguinte denominação no registro: Fundo Estadual de Segurança Pública de Rondônia."
"00035/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"15/07/2025";"16/07/2025";"16/07/2027";"54.860.605/0001-81";"LUCAS RICARDO MANIERI DE ALMEIDA  LTDA";"00021";"ESTABILIZADOR - FOTOGRAFICO, MÚMERO DE EIXOS 3 EIXOS (INCLINAÇÃO, ROTAÇÃO, GUINADA), INTERFACE USB, CAPACIDADE DE CARGA 0,6 A 6,49 KG, PESO 2,45 KG";"341";"341";"3.400,00";"1.159.400,00";"RETIFICAR o nome do partícipe no item 3.2 da Ata de Registro de Preços 35/2025 (32075665), UASG 928093, para que passe a constar a seguinte denominação no registro: Fundo Estadual de Segurança Pública de Rondônia."
"00035/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"15/07/2025";"16/07/2025";"16/07/2027";"54.860.605/0001-81";"LUCAS RICARDO MANIERI DE ALMEIDA  LTDA";"00019";"BOLSA TRANSPORTE, MODELO CÂMERA FOTOGRÁFICA DIGITAL CANON, REFERÊNCIA EOS REBEL T6I, APLICAÇÃO EQUIPAMENTOS FOTOGRÁFICOS, MATERIAL NÁILON";"912";"912";"145,00";"132.240,00";"RETIFICAR o nome do partícipe no item 3.2 da Ata de Registro de Preços 35/2025 (32075665), UASG 928093, para que passe a constar a seguinte denominação no registro: Fundo Estadual de Segurança Pública de Rondônia."
"00035/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90029/2024";"15/07/2025";"16/07/2025";"16/07/2027";"54.860.605/0001-81";"LUCAS RICARDO MANIERI DE ALMEIDA  LTDA";"00022";"ILUMINADOR PARA FILMAGEM, TIPO ILUMINADOR LED, MODELO BASTÃO, ALTURA 50 CM, POTÊNCIA 10 W, TEMPERATURA DA COR 3000- 5500 K, APLICAÇÃO FOTO E FILMAGEM, CARACTERíSTICAS ADICIONAIS BATERIA RECARREGÁVEL";"381";"381";"465,00";"177.165,00";"RETIFICAR o nome do partícipe no item 3.2 da Ata de Registro de Preços 35/2025 (32075665), UASG 928093, para que passe a constar a seguinte denominação no registro: Fundo Estadual de Segurança Pública de Rondônia."
"00035/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"06/07/2026";"07/07/2026";"07/07/2027";"16.701.716/0001-56";"STELLANTIS AUTOMOVEIS BRASIL LTDA.";"00003";"VEÍCULO PICK-UP, TIPO MOTOR TURBO DIESEL, TIPO DIREÇÃO HIDRÁULICA, CARGA ÚTIL 1000 KG, CAPACIDADE PASSAGEIRO 5, TIPO REFRIGERAÇÃO AR QUENTE E AR FRIO, TIPO FREIO SISTEMA ABS NAS QUATRO RODAS, TIPO TRAÇÃO 4X4, CARACTERÍSTICAS ADICIONAIS CABINE DUPLA/AIR BAG/ALARME/ACIONAMENTO ELÉTRICO";"1200";"1200";"308.893,66";"370.672.392,00";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no itens 12, 13, 19, 21 e 22 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº 90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00035/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"06/07/2026";"07/07/2026";"07/07/2027";"54.860.605/0001-81";"LUCAS RICARDO MANIERI DE ALMEIDA  LTDA";"00012";"PULPITO PORTATIL, MATERIAL ACRÍLICO, ESPESSURA DO TAMPO 10 MM, ALTURA 120 CM, PROFUNDIDADE 40 CM, LARGURA 50 CM, CARACTERíSTICAS ADICIONAIS INTEIRIÇO/1 PRATELEIRA/PÉS DE APOIO";"523";"523";"1.450,00";"758.350,00";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no itens 12, 13, 19, 21 e 22 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº 90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
